# x, y
-5.000000000000000000e+00 1.600000000000000000e+01
-5.000000000000000000e+00 1.600000000000000000e+01
-5.000000000000000000e+00 1.600000000000000000e+01
-1.000000000000000000e+00 0.000000000000000000e+00
-5.000000000000000000e+00 1.600000000000000000e+01
1.000000000000000000e+00 4.000000000000000000e+00
-1.000000000000000000e+00 0.000000000000000000e+00
-2.989488124847412109e+00 3.958062887191772461e+00
-1.018414735794067383e+00 3.391024947632104158e-04
-3.570551872253417969e+00 6.607737064361572266e+00
2.239017486572265625e+00 1.049123382568359375e+01
-1.378711223602294922e+00 1.434221863746643066e-01
-4.002699851989746094e+00 9.016206741333007812e+00
-3.412408590316772461e+00 5.819715023040771484e+00
-3.809066772460937500e+00 7.890856266021728516e+00
1.581073760986328125e+00 6.661941528320312500e+00
2.439619064331054688e+00 1.183097934722900391e+01
1.631527900695800781e+00 6.924939155578613281e+00
-1.797380208969116211e+00 6.358152031898498535e-01
-2.921891927719116211e+00 3.693668603897094727e+00
-3.212138414382934570e+00 4.893556594848632812e+00
-4.788746833801269531e+00 1.435460281372070312e+01
-2.626179218292236328e+00 2.644458770751953125e+00
-1.537050247192382812e+00 2.884229719638824463e-01
-1.071132421493530273e+00 5.059821531176567078e-03
-2.838312864303588867e+00 3.379394292831420898e+00
-2.512214660644531250e+00 2.286793231964111328e+00
-2.149795532226562500e+00 1.322029709815979004e+00
-1.134318828582763672e+00 1.804154738783836365e-02
4.433506011962890625e+00 2.952298736572265625e+01
-4.289590358734130859e+00 1.082140445709228516e+01
-1.631783485412597656e+00 3.991503715515136719e-01
4.859204292297363281e+00 3.433027648925781250e+01
1.628145694732666016e+00 6.907149791717529297e+00
2.639962196350097656e+00 1.324932479858398438e+01
2.317244529724121094e+00 1.100411128997802734e+01
1.427442550659179688e+00 5.892477512359619141e+00
3.881519317626953125e+00 2.382923126220703125e+01
4.546438217163085938e+00 3.076297760009765625e+01
-2.947903633117675781e+00 3.794328451156616211e+00
-2.819421768188476562e+00 3.310295581817626953e+00
-1.699265003204345703e+00 4.889715313911437988e-01
3.064456939697265625e+00 1.651980972290039062e+01
2.805328369140625000e+00 1.448052406311035156e+01
1.991080284118652344e+00 8.946560859680175781e+00
-3.904411792755126953e+00 8.435607910156250000e+00
-2.414016485214233398e+00 1.999442577362060547e+00
-1.197452545166015625e+00 3.898750618100166321e-02
-3.860876321792602539e+00 8.184613227844238281e+00
2.130484104156494141e+00 9.799930572509765625e+00
-3.862381458282470703e+00 8.193227767944335938e+00
2.189064502716064453e+00 1.017013263702392578e+01
2.378885746002197266e+00 1.141686916351318359e+01
2.545978546142578125e+00 1.257396411895751953e+01
4.157759666442871094e+00 2.660248565673828125e+01
2.727356910705566406e+00 1.389318943023681641e+01
2.547330379486083984e+00 1.258355236053466797e+01
